Generation,TrainTime,TrainObj1Mean,TrainObj1Median,TrainObj1Std,TrainObj1Q1,TrainObj1Q3,TrainObj1Min,TrainObj1Max,Obj2Mean,Obj2Median,Obj2Std,Obj2Q1,Obj2Q3,Obj2Min,Obj2Max,TrainParetoObj1,ParetoObj2,TestParetoObj1
11,1.408830165863037,9999999999.451466,-0.5638233199336905,99498743710.71713,-0.5861061566857505,-0.5121778635277321,-0.6299480995360329,1000000000000.0,2.2,2.0,1.174734012447073,1.0,3.0,1.0,6.0,-0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5638233199336905 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.5861061566857505 -0.6299480995360329 -0.6299480995360329 -0.6299480995360329,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 3.0 3.0 3.0,-0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.4721681947104745 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.5219129662215017 -0.6666949862358643 -0.6666949862358643 -0.6666949862358643
12,1.4624724388122559,-0.5567794887504439,-0.5638233199336905,0.03767083042734282,-0.5861061566857505,-0.5223176204076553,-0.6317032442990711,-0.4590980972600123,2.09,2.0,1.1322102278287367,1.0,3.0,1.0,5.0,-0.6012322403805082 -0.6299480995360329 -0.6299480995360329 -0.6299480995360329 -0.6299480995360329 -0.6299480995360329 -0.6299480995360329 -0.6299480995360329 -0.6317032442990711,1.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 5.0,-0.6196657737918501 -0.6666949862358643 -0.6666949862358643 -0.6666949862358643 -0.6666949862358643 -0.6666949862358643 -0.6666949862358643 -0.6666949862358643 -0.6485458350230479
13,1.4147708415985107,-0.5588277943200057,-0.5638233199336905,0.04432096211246872,-0.5861061566857505,-0.5189320230529132,-0.658400677842023,-0.4180037627260196,2.22,2.0,1.2213107712617621,1.0,3.0,1.0,6.0,-0.6012322403805082 -0.6105908323185835 -0.658400677842023,1.0 2.0 3.0,-0.6196657737918501 -0.659236988828205 -0.6668555539106766
14,1.4102752208709717,-0.5487197928393821,-0.5638233199336905,0.03656985662733998,-0.5638233199336905,-0.5172679480450567,-0.658400677842023,-0.4702546888932184,1.85,1.0,1.291317157014496,1.0,2.0,1.0,7.0,-0.6012322403805082 -0.6370278465040252 -0.658400677842023 -0.658400677842023,1.0 2.0 3.0 3.0,-0.6196657737918501 -0.6687628356637879 -0.6668555539106766 -0.6668555539106766
15,1.4401865005493164,-0.5518220334143441,-0.5638233199336905,0.03890507513161147,-0.5638233199336905,-0.5194615068489834,-0.658400677842023,-0.4764815142550968,2.08,1.0,1.4469277798148739,1.0,3.0,1.0,7.0,-0.6012322403805082 -0.6551803571292978 -0.658400677842023 -0.658400677842023 -0.658400677842023,1.0 2.0 3.0 3.0 3.0,-0.6196657737918501 -0.6339207079485465 -0.6668555539106766 -0.6668555539106766 -0.6668555539106766
16,1.6481826305389404,-0.5545685703791213,-0.5638233199336905,0.04127561672026369,-0.5638233199336905,-0.5181356275073855,-0.658400677842023,-0.47346882955896485,2.01,1.0,1.3152566289511716,1.0,3.0,1.0,6.0,-0.6012322403805082 -0.6551803571292978 -0.6551803571292978 -0.658400677842023 -0.658400677842023 -0.658400677842023 -0.658400677842023 -0.658400677842023,1.0 2.0 2.0 3.0 3.0 3.0 3.0 3.0,-0.6196657737918501 -0.6339207079485465 -0.6339207079485465 -0.6668555539106766 -0.6668555539106766 -0.6668555539106766 -0.6668555539106766 -0.6668555539106766
17,1.4473042488098145,-0.5661418266109723,-0.5638233199336905,0.04880461028608649,-0.5638233199336905,-0.5258753582633062,-0.6592394204929587,-0.48408143420205574,2.28,2.0,1.5104966070799366,1.0,3.0,1.0,7.0,-0.6012322403805082 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6592394204929587,1.0 2.0 2.0 2.0 2.0 2.0 3.0,-0.6196657737918501 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.665140636529477
18,1.4239346981048584,-0.5553058841425248,-0.5638233199336905,0.05216614364317588,-0.5638233199336905,-0.5163056085811388,-0.660812232509198,-0.42027902060653116,2.21,2.0,1.402105559506844,1.0,3.0,1.0,7.0,-0.6012322403805082 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.660812232509198,1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 3.0,-0.6196657737918501 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.657522084945864
19,1.4465761184692383,-0.5624094843617217,-0.5638233199336905,0.04860978466924445,-0.5638233199336905,-0.5234329041252528,-0.6610351595404057,-0.4883748174026746,2.08,2.0,1.1720068259186889,1.0,3.0,1.0,7.0,-0.6012322403805082 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6610351595404057,1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 3.0,-0.6196657737918501 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6235750983211797
20,1.4028429985046387,-0.5715306016499831,-0.5638233199336905,0.05888976692449639,-0.6551803571292978,-0.5227122092100794,-0.6610351595404057,-0.45398247712772016,2.15,2.0,1.0805091392487154,1.0,3.0,1.0,6.0,-0.6012322403805082 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6610351595404057,1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 3.0,-0.6196657737918501 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6235750983211797
21,1.4436850547790527,9999999999.429749,-0.5638233199336905,99498743710.71931,-0.6551803571292978,-0.5222505391144966,-0.6610351595404057,1000000000000.0,2.55,2.0,1.291317157014496,2.0,3.0,1.0,6.0,-0.6295822885776045 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6610351595404057,1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 3.0,-0.6509786128323164 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6235750983211797
22,1.414231777191162,9999999999.422405,-0.5638233199336905,99498743710.72005,-0.6551803571292978,-0.5262370225990005,-0.660812232509198,1000000000000.0,2.6,2.0,1.4422205101855958,2.0,3.0,1.0,7.0,-0.6295822885776045 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6551803571292978 -0.6610351595404057,1.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 3.0,-0.6509786128323164 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6339207079485465 -0.6235750983211797
23,1.4855165481567383,9999999999.40451,-0.6540257346175706,99498743710.72185,-0.6551803571292978,-0.5320131160254282,-0.6610351595404057,1000000000000.0,2.63,2.0,1.2700787377166818,2.0,3.0,1.0,7.0,-0.6295822885776045 -0.6562608065494522 -0.6610351595404057,1.0 2.0 3.0,-0.6509786128323164 -0.6116545145712532 -0.6235750983211797
24,1.461456537246704,-0.5965504794967059,-0.6439168009679582,0.06475612332014898,-0.6551803571292978,-0.5267496653864561,-0.660812232509198,-0.4417433572930464,2.89,2.0,1.2719669807035086,2.0,4.0,1.0,6.0,-0.6295822885776045 -0.6562608065494522 -0.6610351595404057,1.0 2.0 3.0,-0.6509786128323164 -0.6116545145712532 -0.6235750983211797
25,1.591508150100708,-0.5935662852525303,-0.6397439548585864,0.06534845156598647,-0.6551803571292978,-0.5274304834994403,-0.660812232509198,-0.47909131677386674,2.8,2.0,1.2569805089976536,2.0,3.0,1.0,8.0,-0.6295822885776045 -0.6562608065494522 -0.6610351595404057,1.0 2.0 3.0,-0.6509786128323164 -0.6116545145712532 -0.6235750983211797
26,1.5309159755706787,-0.612907077074371,-0.6551803571292978,0.058803895963215336,-0.6551803571292978,-0.5494909640237007,-0.6616003840546348,-0.4980676813517574,2.5,2.0,1.044030650891055,2.0,3.0,1.0,6.0,-0.6295822885776045 -0.6562608065494522 -0.6562608065494522 -0.6562608065494522 -0.6616003840546348,1.0 2.0 2.0 2.0 3.0,-0.6509786128323164 -0.6116545145712532 -0.6116545145712532 -0.6116545145712532 -0.6228427499985831
27,1.3989982604980469,-0.5918915907488245,-0.6352523826851889,0.06847527479489313,-0.6551803571292978,-0.5237061802812971,-0.6610351595404057,-0.41833224916041495,2.47,2.0,0.8655056325639944,2.0,3.0,1.0,5.0,-0.6295822885776045 -0.6562608065494522 -0.6562608065494522 -0.6562608065494522 -0.6562608065494522 -0.6616003840546348,1.0 2.0 2.0 2.0 2.0 3.0,-0.6509786128323164 -0.6116545145712532 -0.6116545145712532 -0.6116545145712532 -0.6116545145712532 -0.6228427499985831
